truck,fromid,toid,fee,gross,net,scenorio
11t,32,32,NA,0.520465792,0.319317755,Actual
11t,80,46,167000,0.104439249,0.067903394,Actual
11t,32,81,NA,0.173245902,0.146716941,Actual
11t,81,32,NA,0.098318546,0.048464839,Actual
CNTR,34,85,0,0.552877371,0.416271734,Actual
CNTR,34,85,0,0.400316699,0.312200219,Actual
CNTR,34,85,0,0.572056633,0.437528589,Actual
CNTR,34,85,0,0.500561094,0.358745656,Actual
CNTR,34,85,0,0.391043815,0.292455879,Actual
11t,81,54,164000,0.56986625,0.332114991,Actual
11t,81,49,159000,0.207290377,0.121755587,Actual
11t,81,47,147000,0.467768021,0.262094694,Actual
11t,81,40,152000,0.304599907,0.162818746,Actual
5t,81,88,110000,0.99607461,0.579080832,Actual
11t,81,69,135000,0.562428063,0.302792603,Actual
11t,81,75,135000,0.382026947,0.210890373,Actual
11t,81,58,143000,0.739326858,0.417632837,Actual
11t,81,44,148000,0.54696203,0.301516772,Actual
11t,81,78,148000,0.293084404,0.168863628,Actual
11t,81,50,143000,0.618249521,0.336883516,Actual
11t,81,61,136000,0.394801496,0.239138272,Actual
11t,81,55,162000,0.40118669,0.227356965,Actual
11t,81,70,135000,0.477794563,0.274558011,Actual
11t,81,48,142000,0.578616423,0.379211208,Actual
11t,81,41,148000,0.210480227,0.125495303,Actual
11t,81,62,143000,0.311360566,0.19022187,Actual
11t,81,89,110000,0.285120358,0.164383008,Actual
11t,81,76,138000,0.375407061,0.221603788,Actual
11t,81,71,135000,0.335954909,0.187815153,Actual
11t,32,81,NA,0.779282414,0.431113195,Actual
5t,102,85,NA,0.60693616,0.234470369,Actual
11t,102,80,NA,0.363751442,0.119650281,Actual
11t,81,32,NA,0.025314008,0.01245595,Actual
11t,32,72,330000,0.268289725,0.142516653,Actual
5t,32,51,250000,0.524368837,0.27669358,Actual
11t,32,57,325000,0.237422544,0.125442028,Actual
11t,32,74,3.00E+05,0.222006316,0.111733136,Actual
11t,32,73,380000,0.272819556,0.138946372,Actual
11t,32,64,310000,0.537780333,0.280578038,Actual
11t,32,52,325000,0.223914012,0.113773622,Actual
11t,32,67,225000,0.32474857,0.170288779,Actual
11t,32,43,220000,0.388537516,0.20505078,Actual
11t,32,77,380000,0.37671638,0.1960712,Actual
11t,32,42,380000,0.257415892,0.137176213,Actual
11t,32,68,380000,0.180056268,0.090489169,Actual
11t,32,59,385000,0.244679906,0.134441173,Actual
11t,32,53,385000,0.376164843,0.201076409,Actual
5t,32,63,310000,0.315904594,0.1639672,Actual
11t,32,83,360000,0.13116048,0.068785275,Actual
11t,32,86,270000,0.192157138,0.100658016,Actual
11t,32,65,205000,0.315572464,0.163446663,Actual
11t,32,81,NA,0.193361892,0.172889127,Actual
11t,33,80,139000,0.722894841,0.447779874,Actual
11t,80,85,250000,0.512008822,0.309048381,Actual
11t,80,85,250000,0.617696521,0.402732587,Actual
11t,33,80,139000,0.522951265,0.361144462,Actual
11t,80,85,250000,0.37804489,0.282893425,Actual
11t,34,80,245000,0.386100625,0.214469387,Actual
11t,32,81,NA,0.665884651,0.413322329,Actual
11t,101,80,119000,0.36902438,0.232972279,Actual
11t,81,32,NA,0.005477638,0.002480204,Actual
11t,32,32,NA,0.418396275,0.263839645,Actual
CNTR,34,85,0,0.453205313,0.340805733,Actual
CNTR,34,85,0,0.401870998,0.297196127,Actual
CNTR,34,85,0,0.474749465,0.355534221,Actual
CNTR,34,85,0,0.177118795,0.125147154,Actual
11t,80,90,160000,0.131216537,0.086682046,Actual
11t,32,81,NA,0.117433179,0.105189892,Actual
11t,81,32,NA,0.028720241,0.01298133,Actual
11t,32,81,NA,0.722238335,0.377364887,Actual
11t,81,32,NA,0.022123662,0.009938007,Actual
11t,32,32,NA,0.427139567,0.251869803,Actual
CNTR,34,80,325000,0.616414465,0.347555612,Actual
11t,32,32,NA,0.05265577,0.029617592,Actual
11t,81,32,NA,0.017178531,0.007494807,Actual
CNTR,34,85,0,0.407885934,0.270315562,Actual
CNTR,34,85,0,0.198056462,0.127695206,Actual
11t,32,81,NA,0.098564148,0.091673876,Actual
11t,81,49,159000,0.062054203,0.030020954,Actual
11t,81,66,140000,0.690252114,0.39415471,Actual
11t,81,47,147000,0.129397197,0.070064758,Actual
11t,81,40,152000,0.05493643,0.03642779,Actual
11t,81,50,143000,0.107722092,0.068958082,Actual
11t,81,75,135000,0.134970229,0.075582045,Actual
11t,81,44,148000,0.058444003,0.034191751,Actual
11t,81,49,159000,0.020684752,0.012972337,Actual
11t,81,66,140000,0.027160364,0.015398024,Actual
11t,81,47,147000,0.044055392,0.033505873,Actual
11t,81,75,135000,0.051983407,0.034477649,Actual
11t,81,49,159000,0.03093405,0.021449806,Actual
11t,81,66,140000,0.029595357,0.022950155,Actual
11t,101,80,119000,0.870060562,0.553148261,Actual
11t,101,85,262200,0.844620347,0.572033214,Actual
11t,32,81,NA,0.13470188,0.099192826,Actual
11t,32,81,NA,0.118948868,0.058705268,Actual
11t,33,85,271000,0.78354653,0.450136354,Actual
11t,33,81,151000,0.781127244,0.47267482,Actual
11t,85,64,159000,0.105519407,0.066737109,Actual
11t,80,71,155000,0.820572056,0.635347731,Actual
11t,80,41,150000,0.829778836,0.669546289,Actual
11t,80,54,150000,0.956507932,0.78088725,Actual
11t,80,44,138000,0.794650234,0.665541106,Actual
11t,80,88,140000,0.845881432,0.718868205,Actual
11t,80,60,155000,0.867685255,0.675124343,Actual
11t,80,49,154000,0.82492262,0.679562618,Actual
11t,80,62,134000,0.908870946,0.709064202,Actual
11t,80,66,155000,1.047491803,0.880596086,Actual
11t,80,89,160000,0.861777335,0.670553301,Actual
5t,80,90,135000,1.351225111,1.026051668,Actual
11t,80,69,150000,0.867041921,0.722904025,Actual
11t,80,70,155000,0.853597836,0.701580637,Actual
11t,80,48,155000,0.877782777,0.716561564,Actual
11t,80,40,138000,1.022748538,0.82415121,Actual
11t,80,50,150000,1.226322918,1.008579166,Actual
11t,80,58,150000,0.860793499,0.725953506,Actual
11t,80,78,134000,0.903210491,0.725527861,Actual
11t,80,46,167000,0.807982022,0.627608466,Actual
11t,80,76,155000,0.939051972,0.747470568,Actual
11t,80,55,127000,0.897442534,0.739373147,Actual
11t,80,61,150000,0.8662865,0.699262726,Actual
11t,80,75,150000,1.026053487,0.829030234,Actual
CNTR,80,85,312000,0.715421304,0.515022211,Actual
CNTR,80,85,312000,0.758281282,0.546015508,Actual
CNTR,80,85,312000,0.679862241,0.530799194,Actual
11t,85,52,159000,0.812568871,0.599344877,Actual
11t,85,72,176700,0.77222965,0.562318006,Actual
11t,85,64,159000,0.736249501,0.552904901,Actual
11t,85,74,159000,0.793223601,0.562292907,Actual
11t,85,63,220900,0.986536643,0.745491909,Actual
11t,85,53,220900,0.776501694,0.550237813,Actual
11t,85,67,220900,0.806087771,0.586256665,Actual
11t,85,43,220900,0.761714251,0.56006544,Actual
11t,85,83,263200,0.753909279,0.523580614,Actual
11t,85,51,282700,0.808172066,0.603635466,Actual
11t,85,57,282700,0.776933734,0.559100194,Actual
11t,85,68,220900,0.826790574,0.590157215,Actual
11t,85,42,220900,0.842400123,0.623642807,Actual
11t,85,73,220900,0.853511563,0.625438955,Actual
11t,85,77,220900,0.750637329,0.55316953,Actual
11t,85,59,220900,0.912452362,0.639261738,Actual
11t,85,65,220900,0.831303794,0.597162801,Actual
11t,85,86,220900,0.803572764,0.602962432,Actual
11t,85,52,159000,0.779122061,0.563129454,Actual
11t,85,72,176700,0.781183107,0.565324598,Actual
11t,85,74,159000,0.829356393,0.60270215,Actual
11t,85,64,159000,0.745488447,0.552407488,Actual
11t,85,63,220900,0.829203948,0.59698723,Actual
11t,85,53,220900,0.79314893,0.568864221,Actual
11t,85,67,220900,0.75946039,0.543530069,Actual
11t,85,43,220900,0.81320672,0.589785163,Actual
11t,85,83,263200,0.779288908,0.572656676,Actual
11t,85,51,282700,0.826079729,0.589487598,Actual
11t,85,57,282700,0.816771749,0.597504868,Actual
11t,85,68,220900,0.794171609,0.587551256,Actual
11t,85,42,220900,0.813241391,0.575311104,Actual
11t,85,73,220900,0.785856706,0.570906426,Actual
11t,85,77,220900,0.887356526,0.654098418,Actual
11t,85,59,220900,0.828381798,0.58804014,Actual
11t,85,65,220900,0.77691908,0.561103276,Actual
11t,85,86,220900,0.829460342,0.590727818,Actual
11t,85,52,159000,0.827373143,0.572723536,Actual
11t,85,72,176700,0.716754098,0.496928322,Actual
11t,85,74,159000,0.783203464,0.543819751,Actual
11t,85,64,159000,0.691913616,0.482729172,Actual
11t,85,63,220900,0.789552627,0.562560283,Actual
11t,85,53,220900,0.795928277,0.551322313,Actual
11t,85,67,220900,0.781571782,0.550227775,Actual
11t,85,43,220900,0.763776885,0.541976569,Actual
11t,85,83,263200,0.736993175,0.512210682,Actual
11t,85,51,282700,0.786860751,0.547306602,Actual
11t,85,57,282700,0.811164963,0.560953808,Actual
11t,85,68,220900,0.707439333,0.487129989,Actual
11t,85,42,220900,0.775176718,0.546682159,Actual
11t,85,73,220900,0.794893134,0.561066,Actual
11t,85,77,220900,0.817120249,0.568177636,Actual
11t,85,59,220900,0.768872881,0.529912793,Actual
11t,85,65,220900,0.757290039,0.534132751,Actual
11t,85,86,220900,0.788083566,0.567451277,Actual
11t,85,52,159000,0.723520895,0.523522745,Actual
11t,85,72,176700,0.813533934,0.578472154,Actual
11t,85,74,159000,0.793813501,0.556619516,Actual
11t,85,64,159000,0.665007491,0.480366358,Actual
11t,85,63,220900,0.862933245,0.598806066,Actual
11t,85,53,220900,0.81662158,0.573697862,Actual
11t,85,67,220900,0.806621621,0.56869585,Actual
11t,85,43,220900,0.800296487,0.57119891,Actual
11t,85,83,263200,0.832516016,0.597674748,Actual
11t,85,51,282700,0.757191349,0.532050111,Actual
11t,85,57,282700,0.74307612,0.518868242,Actual
11t,85,68,220900,0.792129983,0.562841945,Actual
11t,85,42,220900,0.758508611,0.535863799,Actual
11t,85,73,220900,0.751842312,0.537738899,Actual
11t,85,77,220900,0.762234413,0.530791103,Actual
11t,85,59,220900,0.881159839,0.636401819,Actual
11t,85,65,220900,0.752927924,0.532609905,Actual
11t,85,86,220900,0.774942482,0.546684835,Actual
11t,85,52,159000,0.864740861,0.614086228,Actual
11t,85,72,176700,0.684291496,0.48063641,Actual
11t,85,74,159000,0.804796468,0.565947114,Actual
11t,85,64,159000,0.709702214,0.536357306,Actual
11t,85,63,220900,0.810110947,0.568801709,Actual
11t,85,53,220900,0.807849003,0.565121012,Actual
11t,85,67,220900,0.854902766,0.61964896,Actual
11t,85,83,263200,0.702987782,0.501659211,Actual
11t,85,43,220900,0.794015193,0.580392311,Actual
11t,85,51,282700,0.831067482,0.578221051,Actual
11t,85,57,282700,0.672230718,0.459331792,Actual
11t,85,68,220900,0.752829467,0.526358848,Actual
11t,85,42,220900,0.77741041,0.563139885,Actual
11t,85,73,220900,0.75791099,0.54077766,Actual
11t,85,77,220900,0.774771676,0.554994585,Actual
11t,85,59,220900,0.882185713,0.628462516,Actual
11t,85,65,220900,0.760968947,0.526372702,Actual
11t,85,86,220900,0.79015609,0.579852428,Actual
11t,85,52,159000,0.752229459,0.51773171,Actual
11t,85,72,176700,0.816180292,0.590018776,Actual
11t,85,74,159000,0.840288964,0.599629845,Actual
11t,85,64,159000,0.749795221,0.540178032,Actual
11t,85,63,220900,0.826386412,0.597274456,Actual
11t,85,53,220900,0.87130851,0.604781135,Actual
11t,85,67,220900,0.807792099,0.566331362,Actual
11t,85,43,220900,0.788741131,0.560530914,Actual
11t,85,83,263200,0.581133599,0.417445151,Actual
11t,85,51,282700,0.796493325,0.562340764,Actual
11t,85,57,282700,0.635097455,0.42662833,Actual
11t,85,68,220900,0.820826506,0.58661611,Actual
11t,85,42,220900,0.824049176,0.558839321,Actual
11t,85,73,220900,0.78055395,0.556899999,Actual
11t,85,77,220900,0.823821053,0.59464208,Actual
11t,85,59,220900,0.848111794,0.597599736,Actual
11t,85,65,220900,0.735242485,0.528554624,Actual
11t,85,86,220900,0.744406252,0.531641537,Actual
11t,85,52,159000,0.822020876,0.598393164,Actual
11t,85,72,176700,0.807020528,0.563795518,Actual
11t,85,74,159000,0.741721169,0.531467099,Actual
11t,85,64,159000,0.695266183,0.504963707,Actual
11t,85,63,220900,0.899250189,0.655925972,Actual
11t,85,53,220900,0.884306506,0.624372373,Actual
11t,85,43,220900,0.795088865,0.572976099,Actual
11t,85,67,220900,0.713046134,0.514728999,Actual
11t,85,83,263200,0.594227238,0.432237723,Actual
11t,85,51,282700,0.810850761,0.577777949,Actual
11t,85,57,282700,0.80372392,0.554947785,Actual
11t,85,68,220900,0.83913325,0.588207621,Actual
11t,85,42,220900,0.828315617,0.595629595,Actual
11t,85,73,220900,0.820525762,0.569754267,Actual
11t,85,77,220900,0.897019512,0.645375868,Actual
11t,85,59,220900,0.892508044,0.646485682,Actual
11t,85,86,220900,0.771766775,0.555503591,Actual
11t,85,65,220900,0.831601332,0.61422326,Actual
11t,32,85,312000,1.018627904,0.641241357,Actual
11t,81,85,312000,0.759384209,0.373329841,Actual
11t,33,80,139000,0.799980288,0.554254566,Actual
1t,33,44,45000,3.977368747,2.680692169,Actual
CNTR,34,85,0,0.625655618,0.465627429,Actual
CNTR,34,85,0,0.651277628,0.520931114,Actual
11t,80,47,138000,1.003066573,0.812291104,Actual
11t,32,81,NA,0.60236725,0.391099274,Actual
11t,32,81,NA,0.576420308,0.403136894,Actual
11t,81,69,135000,0.680282868,0.372663318,Actual
11t,81,75,135000,0.763338128,0.421335459,Actual
11t,81,41,148000,0.558107996,0.31083544,Actual
11t,81,54,164000,0.752088646,0.419938924,Actual
11t,81,46,144000,0.384281762,0.222910082,Actual
11t,81,49,159000,0.761193265,0.416975545,Actual
11t,81,47,147000,0.709741633,0.403261404,Actual
11t,81,58,143000,0.769543526,0.441083702,Actual
11t,81,40,152000,0.697294384,0.392822695,Actual
11t,81,44,148000,0.670306932,0.362084292,Actual
11t,81,78,148000,0.749039115,0.416300004,Actual
11t,81,50,143000,0.710721815,0.403995146,Actual
11t,81,62,143000,0.529846594,0.290718466,Actual
11t,81,61,136000,0.745921583,0.418525803,Actual
11t,81,55,162000,0.728923505,0.42019063,Actual
11t,81,70,135000,0.744400255,0.415134097,Actual
11t,81,66,140000,0.770701005,0.42245709,Actual
11t,81,60,135000,0.429394758,0.240924376,Actual
11t,81,89,110000,0.48927238,0.278699005,Actual
11t,81,90,110000,0.588630118,0.332349587,Actual
11t,81,48,142000,0.751090548,0.408863081,Actual
11t,81,71,135000,0.503369521,0.276604607,Actual
11t,81,76,138000,0.562939814,0.31627931,Actual
11t,81,88,154000,0.745182842,0.41163186,Actual
11t,101,80,119000,0.766320207,0.548928948,Actual
11t,81,85,312000,0.874274881,0.452339854,Actual
11t,32,81,NA,0.640177333,0.392826164,Actual
11t,32,81,NA,0.725365876,0.483244475,Actual
CNTR,34,85,0,0.56900909,0.452204986,Actual
5t,33,81,121000,1.17467035,0.813700914,Actual
11t,33,85,271000,0.874346788,0.571423989,Actual
CNTR,34,85,0,0.54374549,0.441676416,Actual
CNTR,34,85,0,0.646843548,0.534264927,Actual
11t,32,81,NA,0.639705415,0.392975257,Actual
CNTR,33,80,163800,0.655796322,0.468460354,Actual
11t,32,85,312000,0.860451432,0.520674512,Actual
CNTR,34,85,0,0.61239976,0.488356523,Actual
CNTR,80,85,312000,0.69475557,0.466687857,Actual
11t,81,85,312000,0.841423825,0.46607818,Actual
11t,32,81,NA,0.675803217,0.417648401,Actual
11t,33,81,151000,0.74896789,0.491524844,Actual
CNTR,34,85,0,0.659292818,0.519796144,Actual
11t,101,80,119000,0.847234391,0.634969531,Actual
11t,101,80,119000,0.801294307,0.572905047,Actual
11t,101,80,119000,0.919831756,0.680506647,Actual
11t,101,85,262200,0.841973189,0.611899138,Actual
11t,33,80,139000,0.768751131,0.498063499,Actual
CNTR,34,80,325000,0.636061968,0.357671839,Actual
11t,81,85,312000,0.841123873,0.421368995,Actual
CNTR,34,85,0,0.545452941,0.43790793,Actual
CNTR,34,85,0,0.754579049,0.551758386,Actual
11t,80,85,250000,0.804526904,0.531500556,Actual
11t,80,49,154000,0.722588182,0.545141211,Actual
11t,33,85,271000,0.744129048,0.467454236,Actual
CNTR,34,85,0,0.661037063,0.504022631,Actual
11t,80,44,138000,0.616386073,0.455538459,Actual
11t,33,81,151000,0.72391132,0.46742324,Actual
11t,80,66,155000,0.530880907,0.378696996,Actual
11t,80,47,138000,0.970754877,0.690638987,Actual
11t,80,69,150000,0.778715429,0.564141257,Actual
11t,80,48,155000,0.722001211,0.52120782,Actual
11t,80,40,138000,0.302601881,0.21924261,Actual
11t,80,54,150000,0.736987573,0.548388115,Actual
11t,80,88,140000,0.811601656,0.599702056,Actual
11t,80,58,150000,0.866380706,0.638942906,Actual
11t,80,50,150000,0.599799472,0.42522404,Actual
11t,80,70,155000,0.811602785,0.588639867,Actual
11t,80,75,150000,0.35701875,0.258825454,Actual
11t,80,55,127000,0.696971955,0.508694592,Actual
11t,80,61,150000,0.797299222,0.587379782,Actual
11t,32,81,NA,0.815999544,0.507846743,Actual
11t,80,85,250000,0.777012075,0.488041606,Actual
11t,32,81,NA,0.582204859,0.491406728,Actual
CNTR,34,85,0,0.580871459,0.475313509,Actual
11t,80,78,134000,0.798982895,0.574805177,Actual
11t,80,85,250000,0.725645874,0.445623926,Actual
11t,81,49,159000,0.579025611,0.336488289,Actual
11t,81,47,147000,0.634623053,0.390640883,Actual
11t,32,81,NA,1.065689091,0.768783195,Actual
CNTR,34,85,0,0.486261759,0.369250063,Actual
11t,33,81,151000,0.757303497,0.467245955,Actual
11t,33,85,271000,0.63136281,0.42414065,Actual
CNTR,34,85,0,0.531003421,0.418122662,Actual
CNTR,34,80,325000,0.650587249,0.34593606,Actual
CNTR,34,85,0,0.606020039,0.440324247,Actual
11t,85,64,159000,0.851108348,0.637060584,Actual
11t,85,64,159000,0.769219309,0.485845045,Actual
11t,85,64,159000,0.855402921,0.5989007,Actual
11t,85,64,159000,0.893464766,0.623725889,Actual
CNTR,34,85,0,0.556483174,0.412684139,Actual
11t,85,43,220900,0.770962378,0.514663705,Actual
11t,85,53,220900,0.77964961,0.531672862,Actual
11t,85,77,220900,0.957984426,0.715822693,Actual
11t,85,42,220900,0.870159652,0.622956498,Actual
11t,85,51,282700,0.771036933,0.517680186,Actual
11t,85,73,220900,0.862016141,0.573731634,Actual
11t,85,67,220900,0.767835288,0.520876708,Actual
11t,85,72,176700,0.763320964,0.510540185,Actual
11t,85,65,220900,0.890933837,0.60883488,Actual
11t,85,59,220900,0.842971518,0.577886913,Actual
11t,85,74,159000,0.778921286,0.516030609,Actual
11t,85,86,220900,0.787692809,0.534426463,Actual
11t,85,57,282700,0.830003105,0.55213972,Actual
11t,85,52,159000,0.840173778,0.561675538,Actual
11t,85,68,220900,0.857145026,0.590275075,Actual
11t,85,63,220900,0.531614735,0.361531759,Actual
11t,85,83,263200,0.652720066,0.451628896,Actual
11t,85,43,220900,0.813902527,0.565907137,Actual
11t,85,53,220900,0.795724302,0.53462875,Actual
11t,85,77,220900,0.814034478,0.546415197,Actual
11t,85,42,220900,0.761815352,0.51015594,Actual
CNTR,34,85,0,0.575689407,0.440515286,Actual
11t,85,51,282700,0.853646774,0.572521117,Actual
11t,85,73,220900,0.636847694,0.448925406,Actual
11t,85,67,220900,0.663676116,0.455897748,Actual
11t,85,72,176700,0.669477019,0.47438428,Actual
11t,85,65,220900,0.634161298,0.443399601,Actual
11t,85,59,220900,0.320089198,0.220520892,Actual
11t,85,74,159000,0.313742796,0.213991192,Actual
11t,85,86,220900,0.573434657,0.396291458,Actual
11t,85,57,282700,0.387620277,0.262149723,Actual
11t,85,52,159000,0.361370034,0.244812254,Actual
11t,85,68,220900,0.155017084,0.097026637,Actual
11t,85,63,220900,0.191321565,0.122730266,Actual
11t,34,80,245000,0.735191115,0.413951996,Actual
11t,34,80,245000,0.509327617,0.272328898,Actual
11t,101,80,119000,0.838897082,0.626381984,Actual
11t,101,80,119000,0.778457525,0.583946487,Actual
11t,101,85,262200,0.755145078,0.52229219,Actual
11t,81,66,140000,0.507485718,0.305444274,Actual
11t,81,58,143000,0.766878631,0.477483924,Actual
11t,81,61,136000,0.550251452,0.328936028,Actual
11t,81,69,135000,0.698719976,0.421366865,Actual
11t,81,50,143000,0.552949632,0.322194214,Actual
11t,81,70,135000,0.600733578,0.355553347,Actual
11t,81,75,135000,0.616656866,0.357134797,Actual
11t,81,78,148000,0.707420352,0.395991243,Actual
11t,81,55,162000,0.584917588,0.328105096,Actual
11t,81,48,142000,0.625369207,0.350130381,Actual
11t,81,44,148000,0.687733316,0.416042101,Actual
11t,81,88,154000,0.593757143,0.34101667,Actual
5t,81,60,95000,0.736268793,0.442421585,Actual
11t,85,64,159000,0.283696992,0.206649514,Actual
11t,85,64,159000,0.310520339,0.190012114,Actual
