truck,fromid,toid,fee,gross,net,scenorio
11t,85,-1,220900,0.577912701,0.417761564,S1-1
11t,85,-1,220900,0.619159764,0.451596347,S1-1
11t,85,-1,220900,0.578773095,0.399997174,S1-1
11t,85,-1,220900,0.605204566,0.437528898,S1-1
11t,85,-1,220900,0.027405617,0.017034378,S1-1
11t,85,-1,220900,0.574138255,0.407146204,S1-1
11t,85,-1,220900,0.626040213,0.468859812,S1-1
11t,85,-1,220900,0.58346521,0.408286429,S1-1
11t,85,-1,220900,0.633013788,0.470738921,S1-1
11t,85,-1,220900,0.120318004,0.085313516,S1-1
11t,85,-1,220900,0.662489373,0.467000825,S1-1
11t,85,-1,220900,0.577854726,0.418333847,S1-1
11t,85,-1,220900,0.582897533,0.422249826,S1-1
11t,85,-1,220900,0.601863283,0.435321763,S1-1
11t,85,-1,220900,0.606164226,0.430724708,S1-1
11t,85,-1,220900,0.580650609,0.422629917,S1-1
11t,85,-1,220900,0.57216763,0.424581709,S1-1
11t,85,-1,220900,0.357883802,0.258853619,S1-1
11t,85,-1,220900,0.601685646,0.413323762,S1-1
11t,85,-1,220900,0.592970271,0.477906963,S1-1
11t,85,-1,220900,0.621819724,0.42152175,S1-1
11t,85,-1,220900,0.340646284,0.252546524,S1-1
11t,85,-1,220900,0.596408981,0.470984497,S1-1
11t,85,-1,220900,0.563295851,0.456201603,S1-1
11t,85,-1,220900,0.579230383,0.427979364,S1-1
11t,85,-1,220900,0.610848863,0.441558598,S1-1
11t,85,-1,282700,0.601382535,0.451218735,S1-1
11t,85,-1,282700,0.209606445,0.151328417,S1-1
11t,85,-1,282700,0.596703762,0.431155312,S1-1
11t,85,-1,282700,0.121150972,0.084299192,S1-1
11t,85,-1,282700,0.582436793,0.438813748,S1-1
11t,85,-1,282700,0.589544913,0.408244701,S1-1
11t,85,-1,282700,0.177399654,0.117209867,S1-1
11t,85,-1,282700,0.595866372,0.459968525,S1-1
11t,85,-1,282700,0.193635284,0.120603972,S1-1
11t,85,-1,282700,0.617235593,0.454234676,S1-1
11t,85,-1,282700,0.577078582,0.401016985,S1-1
11t,85,-1,282700,0.265523475,0.176890017,S1-1
11t,85,-1,282700,0.601683554,0.433003481,S1-1
11t,85,-1,282700,0.581502775,0.422330473,S1-1
11t,85,-1,282700,0.547031308,0.371514502,S1-1
11t,85,-1,282700,0.164012684,0.106392643,S1-1
11t,85,-1,282700,0.613284742,0.448084797,S1-1
11t,85,-1,282700,0.183099133,0.124898246,S1-1
11t,85,-1,282700,0.596363653,0.425988155,S1-1
11t,85,-1,282700,0.232121551,0.153584374,S1-1
11t,85,-1,282700,0.601001182,0.448104587,S1-1
11t,85,-1,282700,0.322235745,0.22205533,S1-1
11t,85,-1,282700,0.617568305,0.453502003,S1-1
11t,85,-1,282700,0.089665271,0.055926906,S1-1
11t,85,-1,282700,0.594800965,0.435803773,S1-1
11t,85,-1,282700,0.566986328,0.393682142,S1-1
11t,85,-1,282700,0.593344258,0.429239893,S1-1
11t,85,-1,282700,0.608473958,0.442824535,S1-1
11t,85,-1,282700,0.185027964,0.130347352,S1-1
11t,85,-1,282700,0.625335775,0.453491233,S1-1
11t,85,-1,282700,0.170576866,0.120036509,S1-1
11t,85,-1,282700,0.612908773,0.460855969,S1-1
11t,85,-1,282700,0.58085607,0.40390197,S1-1
11t,85,-1,282700,0.242640917,0.170350388,S1-1
11t,85,-1,282700,0.584018917,0.422419846,S1-1
11t,85,-1,282700,0.57822207,0.417623701,S1-1
11t,85,-1,282700,0.584563449,0.423297561,S1-1
11t,85,-1,282700,0.617778178,0.441251822,S1-1
11t,85,-1,282700,0.593502545,0.430660927,S1-1
11t,85,-1,282700,0.590016556,0.418631845,S1-1
11t,85,-1,282700,0.579273238,0.413216307,S1-1
11t,85,-1,282700,0.578874329,0.415491008,S1-1
11t,85,-1,282700,0.130020724,0.07531179,S1-1
11t,85,-1,282700,0.605643266,0.426735698,S1-1
11t,85,-1,282700,0.150011898,0.102606834,S1-1
11t,85,-1,282700,0.595510796,0.430705321,S1-1
11t,85,-1,282700,0.217392021,0.154904199,S1-1
11t,85,-1,282700,0.617322171,0.45751855,S1-1
11t,85,-1,282700,0.591030685,0.410974475,S1-1
11t,85,-1,282700,0.576787373,0.416389402,S1-1
11t,85,-1,282700,0.610967455,0.426018553,S1-1
11t,85,-1,282700,0.576480543,0.433203444,S1-1
11t,85,-1,282700,0.577570688,0.411546782,S1-1
11t,85,-1,282700,0.398732838,0.304191123,S1-1
11t,85,-1,282700,0.581300375,0.43903093,S1-1
11t,85,-1,282700,0.588743741,0.417916168,S1-1
11t,85,-1,282700,0.652934216,0.481742429,S1-1
11t,85,-1,282700,0.568165232,0.412050589,S1-1
11t,85,-1,282700,0.588278093,0.421305316,S1-1
11t,85,-1,282700,0.57570742,0.451731242,S1-1
11t,85,-1,282700,0.615275768,0.446353588,S1-1
11t,85,-1,220900,0.586251796,0.4349932,S1-1
11t,85,-1,220900,0.579074728,0.420419822,S1-1
11t,85,-1,220900,0.177271423,0.104709474,S1-1
11t,85,-1,220900,0.570051015,0.424826326,S1-1
11t,85,-1,220900,0.137898133,0.083216369,S1-1
11t,85,-1,220900,0.606462152,0.449571601,S1-1
11t,85,-1,220900,0.581879873,0.42208719,S1-1
11t,85,-1,220900,0.229640264,0.15667163,S1-1
11t,85,-1,220900,0.577851519,0.438239169,S1-1
11t,85,-1,220900,0.605775573,0.422212098,S1-1
11t,85,-1,220900,0.213448329,0.131887786,S1-1
11t,85,-1,220900,0.620999135,0.457421389,S1-1
11t,85,-1,220900,0.578284975,0.419144668,S1-1
11t,85,-1,220900,0.168080428,0.119563028,S1-1
11t,85,-1,220900,0.244143766,0.142452269,S1-1
11t,85,-1,220900,0.57913527,0.436265614,S1-1
11t,85,-1,220900,0.59339943,0.419393662,S1-1
11t,85,-1,220900,0.571248681,0.41388071,S1-1
11t,85,-1,220900,0.594399716,0.413994025,S1-1
11t,85,-1,220900,0.209654932,0.143337078,S1-1
11t,85,-1,220900,0.582432172,0.420488018,S1-1
11t,85,-1,220900,0.158845015,0.111810771,S1-1
11t,85,-1,220900,0.586471539,0.429261307,S1-1
11t,85,-1,220900,0.580038661,0.4187753,S1-1
11t,85,-1,220900,0.217079366,0.13604475,S1-1
11t,85,-1,220900,0.63951127,0.480602125,S1-1
11t,85,-1,220900,0.581542308,0.407859315,S1-1
11t,85,-1,220900,0.275462806,0.185638126,S1-1
11t,85,-1,220900,0.597190231,0.447681532,S1-1
11t,85,-1,220900,0.598474616,0.413339834,S1-1
11t,85,-1,220900,0.175009852,0.117362156,S1-1
11t,85,-1,220900,0.583412746,0.431843688,S1-1
11t,85,-1,220900,0.600381148,0.434655759,S1-1
11t,85,-1,220900,0.079929913,0.046189217,S1-1
11t,85,-1,220900,0.507302132,0.3708812,S1-1
11t,85,-1,220900,0.620334598,0.45157729,S1-1
11t,85,-1,220900,0.235846597,0.169735683,S1-1
11t,85,-1,220900,0.620706275,0.442084432,S1-1
11t,85,-1,220900,0.66901094,0.468940726,S1-1
11t,85,-1,220900,0.593255287,0.435793932,S1-1
11t,85,-1,220900,0.172137059,0.102241947,S1-1
11t,85,-1,220900,0.544900219,0.407425455,S1-1
11t,85,-1,220900,0.582035071,0.417171654,S1-1
11t,85,-1,220900,0.230634073,0.148961656,S1-1
11t,85,-1,220900,0.59783318,0.447343933,S1-1
11t,85,-1,220900,0.584641493,0.397978126,S1-1
11t,85,-1,220900,0.248959231,0.172553884,S1-1
11t,85,-1,220900,0.611556611,0.428311669,S1-1
11t,85,-1,220900,0.561099831,0.404382487,S1-1
11t,85,-1,220900,0.591935611,0.426742701,S1-1
11t,85,-1,220900,0.638845691,0.454483985,S1-1
11t,85,-1,220900,0.591493461,0.427912862,S1-1
11t,85,-1,220900,0.595973387,0.411335486,S1-1
11t,85,-1,220900,0.203164572,0.146582993,S1-1
11t,85,-1,220900,0.616696006,0.442952694,S1-1
11t,85,-1,220900,0.577653691,0.416613761,S1-1
11t,85,-1,220900,0.146717181,0.094940108,S1-1
11t,85,-1,220900,0.604400465,0.430650032,S1-1
11t,85,-1,220900,0.180165505,0.115217018,S1-1
11t,85,-1,220900,0.585675172,0.426953545,S1-1
11t,85,-1,220900,0.598419585,0.432577605,S1-1
11t,85,-1,220900,0.213916605,0.137085166,S1-1
11t,85,-1,220900,0.592035995,0.449159718,S1-1
11t,85,-1,220900,0.585746317,0.42459974,S1-1
11t,85,-1,220900,0.575434946,0.415364758,S1-1
11t,85,-1,220900,0.600589311,0.436508082,S1-1
11t,85,-1,220900,0.431351907,0.311456672,S1-1
11t,85,-1,220900,0.580161442,0.417601077,S1-1
11t,85,-1,220900,0.64818595,0.447710115,S1-1
11t,85,-1,220900,0.280470052,0.201807612,S1-1
11t,85,-1,220900,0.648992431,0.480982275,S1-1
11t,85,-1,220900,0.575011643,0.407497985,S1-1
11t,85,-1,220900,0.247279364,0.189483305,S1-1
11t,85,-1,220900,0.591722626,0.434152265,S1-1
11t,85,-1,220900,0.574202114,0.414996637,S1-1
11t,85,-1,220900,0.304190569,0.223696481,S1-1
11t,85,-1,220900,0.586119759,0.422384112,S1-1
11t,85,-1,220900,0.591409109,0.424693969,S1-1
11t,85,-1,220900,0.232136001,0.167362164,S1-1
11t,85,-1,220900,0.587066803,0.457340932,S1-1
11t,85,-1,220900,0.591298779,0.432928185,S1-1
11t,85,-1,220900,0.224704835,0.164696022,S1-1
11t,85,-1,220900,0.581515496,0.445153595,S1-1
11t,85,-1,220900,0.125392325,0.085274276,S1-1
11t,85,-1,220900,0.585724911,0.431599472,S1-1
11t,85,-1,220900,0.111776404,0.068159342,S1-1
11t,85,-1,220900,0.591762603,0.443132595,S1-1
11t,85,-1,220900,0.185668188,0.12890002,S1-1
11t,85,-1,220900,0.603517462,0.450858272,S1-1
11t,85,-1,220900,0.177039487,0.106193309,S1-1
11t,85,-1,220900,0.574695218,0.427008296,S1-1
11t,85,-1,220900,0.433146134,0.303436985,S1-1
11t,85,-1,220900,0.222939623,0.146912561,S1-1
11t,85,-1,220900,0.596576198,0.433282011,S1-1
11t,85,-1,220900,0.60393564,0.432184619,S1-1
11t,85,-1,220900,0.579077912,0.426004771,S1-1
11t,85,-1,220900,0.129287987,0.086944342,S1-1
11t,85,-1,220900,0.572091191,0.422701952,S1-1
11t,85,-1,220900,0.17125093,0.114537749,S1-1
11t,85,-1,220900,0.60279782,0.443153932,S1-1
11t,85,-1,220900,0.213062931,0.140474451,S1-1
11t,85,-1,220900,0.594248124,0.442645173,S1-1
11t,85,-1,220900,0.138224422,0.095894205,S1-1
11t,85,-1,220900,0.621864111,0.463354429,S1-1
11t,85,-1,220900,0.080975115,0.060958591,S1-1
11t,85,-1,220900,0.602276105,0.442583427,S1-1
11t,85,-1,220900,0.40690219,0.284790743,S1-1
11t,85,-1,220900,0.62138636,0.459384727,S1-1
11t,85,-1,220900,0.341334874,0.226523425,S1-1
11t,85,-1,220900,0.604988777,0.433786223,S1-1
11t,85,-1,220900,0.155918338,0.103213052,S1-1
11t,85,-1,220900,0.610525246,0.446715318,S1-1
11t,85,-1,220900,0.147356521,0.096511564,S1-1
11t,85,-1,220900,0.608129019,0.453089163,S1-1
11t,85,-1,220900,0.194282352,0.136782225,S1-1
11t,85,-1,220900,0.638897171,0.465053672,S1-1
11t,85,-1,220900,0.587918169,0.421953452,S1-1
11t,85,-1,220900,0.540572549,0.376558761,S1-1
11t,85,-1,220900,0.614711438,0.448878635,S1-1
11t,85,-1,220900,0.495169668,0.356052782,S1-1
11t,85,-1,220900,0.60096442,0.431411452,S1-1
11t,85,-1,220900,0.106527228,0.066044335,S1-1
11t,85,-1,220900,0.588141491,0.420627293,S1-1
11t,85,-1,220900,0.111773813,0.068276232,S1-1
11t,85,-1,220900,0.593159278,0.440756674,S1-1
11t,85,-1,220900,0.169555782,0.109859044,S1-1
11t,85,-1,220900,0.627222009,0.464179216,S1-1
11t,85,-1,220900,0.577960292,0.399823894,S1-1
11t,85,-1,220900,0.593886482,0.447825595,S1-1
11t,85,-1,220900,0.60950642,0.444861662,S1-1
11t,85,-1,220900,0.032450549,0.025366376,S1-1
11t,85,-1,220900,0.58622691,0.424602647,S1-1
11t,85,-1,220900,0.600996727,0.445015507,S1-1
11t,85,-1,220900,0.617802126,0.429839229,S1-1
11t,85,-1,220900,0.413592404,0.295758711,S1-1
11t,85,-1,220900,0.584995652,0.42007946,S1-1
11t,85,-1,220900,0.500406454,0.377830068,S1-1
11t,85,-1,220900,0.5842207,0.417789575,S1-1
11t,85,-1,220900,0.501037535,0.355549369,S1-1
11t,85,-1,220900,0.57202039,0.454494563,S1-1
11t,85,-1,220900,0.565265436,0.411414511,S1-1
11t,85,-1,159000,0.582820904,0.457877884,S1-1
11t,85,-1,159000,0.647877471,0.490098411,S1-1
11t,85,-1,159000,0.663632842,0.492692608,S1-1
11t,85,-1,159000,0.587253914,0.397995602,S1-1
11t,85,-1,159000,0.568579953,0.410664617,S1-1
11t,85,-1,159000,0.464889581,0.300607972,S1-1
11t,85,-1,159000,0.574578667,0.434448269,S1-1
11t,85,-1,159000,0.58601007,0.439553057,S1-1
11t,85,-1,159000,0.626710178,0.449793985,S1-1
11t,85,-1,159000,0.576826326,0.40684946,S1-1
11t,85,-1,159000,0.558531907,0.401171214,S1-1
11t,85,-1,159000,0.428124545,0.286547156,S1-1
11t,85,-1,159000,0.620623721,0.482494427,S1-1
11t,85,-1,159000,0.563850655,0.421020002,S1-1
11t,85,-1,159000,0.5987458,0.457311545,S1-1
11t,85,-1,159000,0.639106504,0.446827078,S1-1
11t,85,-1,159000,0.566731025,0.407337631,S1-1
11t,85,-1,159000,0.522089158,0.372774066,S1-1
11t,85,-1,159000,0.520224871,0.352698501,S1-1
11t,85,-1,159000,0.603398314,0.46861139,S1-1
11t,85,-1,159000,0.6077737,0.435815699,S1-1
11t,85,-1,159000,0.568602523,0.415437581,S1-1
11t,85,-1,159000,0.605918819,0.427095044,S1-1
11t,85,-1,159000,0.544227178,0.394769072,S1-1
11t,85,-1,159000,0.354691179,0.244402449,S1-1
11t,85,-1,159000,0.516059124,0.328073274,S1-1
11t,85,-1,159000,0.600101823,0.460147539,S1-1
11t,85,-1,159000,0.634421682,0.469392853,S1-1
11t,85,-1,159000,0.589921694,0.401547062,S1-1
11t,85,-1,159000,0.574535747,0.40401123,S1-1
11t,85,-1,159000,0.573193374,0.423092083,S1-1
11t,85,-1,159000,0.579961892,0.408786594,S1-1
11t,85,-1,159000,0.649733068,0.456144482,S1-1
11t,85,-1,159000,0.591074932,0.460386256,S1-1
11t,85,-1,159000,0.590255034,0.422529065,S1-1
11t,85,-1,159000,0.613456035,0.402345373,S1-1
11t,85,-1,159000,0.615047774,0.457413126,S1-1
11t,85,-1,159000,0.197993007,0.142056446,S1-1
11t,85,-1,159000,0.583928137,0.395921899,S1-1
11t,85,-1,159000,0.595295947,0.425242317,S1-1
11t,85,-1,159000,0.584784684,0.448808804,S1-1
11t,85,-1,159000,0.592537511,0.400710963,S1-1
11t,85,-1,159000,0.61199553,0.431652057,S1-1
11t,85,-1,159000,0.626802419,0.460680193,S1-1
11t,85,-1,159000,0.475148166,0.310999997,S1-1
11t,85,-1,159000,0.583626627,0.427827217,S1-1
11t,85,-1,159000,0.575987232,0.411649315,S1-1
11t,85,-1,159000,0.576564422,0.395467757,S1-1
11t,85,-1,159000,0.371340807,0.26145702,S1-1
11t,85,-1,159000,0.404165323,0.282312276,S1-1
11t,85,-1,159000,0.588936472,0.454723818,S1-1
11t,85,-1,159000,0.581994802,0.420587655,S1-1
11t,85,-1,159000,0.639497407,0.460423601,S1-1
11t,85,-1,159000,0.586415723,0.420629479,S1-1
11t,85,-1,159000,0.460245631,0.34710717,S1-1
11t,85,-1,159000,0.530525623,0.363067801,S1-1
11t,85,-1,159000,0.570008503,0.433279272,S1-1
11t,85,-1,159000,0.580346203,0.431602457,S1-1
11t,85,-1,159000,0.575957237,0.41534615,S1-1
11t,85,-1,159000,0.629658858,0.427454064,S1-1
11t,85,-1,159000,0.580668272,0.415320919,S1-1
11t,85,-1,159000,0.594069368,0.430125499,S1-1
11t,85,-1,159000,0.61352797,0.449837169,S1-1
11t,85,-1,159000,0.577366534,0.437540437,S1-1
11t,85,-1,159000,0.606126817,0.432912798,S1-1
11t,85,-1,159000,0.645316209,0.426544723,S1-1
11t,85,-1,159000,0.574734865,0.407429823,S1-1
11t,85,-1,159000,0.480995938,0.355471167,S1-1
11t,85,-1,159000,0.486495849,0.325891458,S1-1
11t,85,-1,159000,0.607602595,0.465556494,S1-1
11t,85,-1,159000,0.59173464,0.416715529,S1-1
11t,85,-1,159000,0.545471116,0.406659006,S1-1
11t,85,-1,159000,0.573872872,0.411007677,S1-1
11t,85,-1,159000,0.57643494,0.38997509,S1-1
11t,85,-1,159000,0.549152104,0.394782463,S1-1
11t,85,-1,159000,0.207109391,0.131908142,S1-1
11t,85,-1,159000,0.588900486,0.437454422,S1-1
11t,85,-1,159000,0.572612687,0.43427503,S1-1
11t,85,-1,159000,0.604732893,0.415142921,S1-1
11t,85,-1,159000,0.648126383,0.451100726,S1-1
11t,85,-1,159000,0.577220931,0.426672648,S1-1
11t,85,-1,159000,0.591876839,0.394319958,S1-1
11t,85,-1,159000,0.572275805,0.413433958,S1-1
11t,85,-1,159000,0.612921041,0.447880331,S1-1
11t,85,-1,159000,0.590730906,0.415547816,S1-1
11t,85,-1,159000,0.606617664,0.403012908,S1-1
11t,85,-1,159000,0.564765055,0.399259586,S1-1
11t,85,-1,159000,0.281835077,0.193697262,S1-1
11t,85,-1,159000,0.498361248,0.348266319,S1-1
11t,85,-1,159000,0.5822405,0.420252829,S1-1
11t,85,-1,159000,0.602750803,0.44018753,S1-1
11t,85,-1,159000,0.606341933,0.395523439,S1-1
11t,85,-1,159000,0.59420642,0.440549385,S1-1
11t,85,-1,159000,0.591033509,0.388025062,S1-1
11t,85,-1,159000,0.553021514,0.422479687,S1-1
11t,85,-1,159000,0.587040243,0.406812469,S1-1
11t,85,-1,159000,0.581398163,0.419603372,S1-1
11t,85,-1,159000,0.606306251,0.427349561,S1-1
11t,85,-1,159000,0.329591725,0.239533114,S1-1
11t,85,-1,159000,0.472494389,0.314754377,S1-1
11t,85,-1,159000,0.59168531,0.453758619,S1-1
11t,85,-1,159000,0.601814442,0.448150158,S1-1
11t,85,-1,159000,0.606685524,0.436312516,S1-1
11t,85,-1,159000,0.549193201,0.392642374,S1-1
11t,85,-1,159000,0.571773607,0.362304678,S1-1
11t,85,-1,159000,0.537426969,0.384779335,S1-1
11t,85,-1,159000,0.600284266,0.43864382,S1-1
11t,85,-1,159000,0.607602578,0.3821824,S1-1
11t,85,-1,159000,0.588625518,0.468562802,S1-1
11t,85,-1,159000,0.565410078,0.421469711,S1-1
11t,85,-1,159000,0.551740557,0.378025139,S1-1
11t,85,-1,159000,0.567137264,0.386994767,S1-1
11t,85,-1,159000,0.446711126,0.31477445,S1-1
11t,85,-1,159000,0.637216878,0.428845355,S1-1
11t,85,-1,159000,0.566558276,0.433017824,S1-1
11t,85,-1,159000,0.581197913,0.43889621,S1-1
11t,85,-1,159000,0.627928877,0.436875241,S1-1
11t,85,-1,159000,0.59954366,0.434648914,S1-1
11t,85,-1,159000,0.410135104,0.276768943,S1-1
11t,85,-1,159000,0.35158135,0.21848222,S1-1
11t,85,-1,159000,0.601646906,0.395784308,S1-1
11t,85,-1,159000,0.612458471,0.462689848,S1-1
11t,85,-1,159000,0.579189109,0.430021344,S1-1
11t,85,-1,159000,0.618232853,0.414054032,S1-1
11t,85,-1,159000,0.581463547,0.425598622,S1-1
11t,85,-1,159000,0.227838767,0.162900661,S1-1
11t,85,-1,159000,0.598361995,0.407582828,S1-1
11t,85,-1,159000,0.584020809,0.411297993,S1-1
11t,85,-1,159000,0.587491136,0.423388733,S1-1
11t,85,-1,159000,0.616726308,0.447708426,S1-1
11t,85,-1,159000,0.580235175,0.399692236,S1-1
11t,85,-1,159000,0.592869113,0.435200931,S1-1
11t,85,-1,159000,0.281676174,0.194888277,S1-1
11t,85,-1,159000,0.414235209,0.278168006,S1-1
11t,85,-1,159000,0.617617005,0.436721172,S1-1
11t,85,-1,159000,0.59717345,0.437952612,S1-1
11t,85,-1,159000,0.594299368,0.408878206,S1-1
11t,85,-1,159000,0.584097389,0.398723451,S1-1
11t,85,-1,159000,0.105501063,0.075804411,S1-1
11t,85,-1,159000,0.390864277,0.270119217,S1-1
11t,85,-1,159000,0.605530175,0.452930036,S1-1
11t,85,-1,159000,0.620237566,0.449661123,S1-1
11t,85,-1,159000,0.567523527,0.408470699,S1-1
11t,85,-1,159000,0.623794895,0.464088094,S1-1
11t,85,-1,159000,0.572488273,0.411390482,S1-1
11t,85,-1,159000,0.523000877,0.365903275,S1-1
11t,85,-1,159000,0.591952881,0.42874548,S1-1
11t,85,-1,159000,0.604941267,0.480028845,S1-1
11t,85,-1,159000,0.622478921,0.441711291,S1-1
11t,85,-1,159000,0.638251438,0.440723165,S1-1
11t,85,-1,159000,0.632598054,0.452974854,S1-1
11t,85,-1,159000,0.580957079,0.436001433,S1-1
11t,85,-1,159000,0.6235846,0.445983145,S1-1
11t,85,-1,159000,0.607490088,0.465247287,S1-1
11t,85,-1,159000,0.59257321,0.434534834,S1-1
11t,85,-1,159000,0.56786023,0.407121844,S1-1
11t,85,-1,159000,0.579615239,0.405417773,S1-1
11t,85,-1,159000,0.605855816,0.464028782,S1-1
11t,85,-1,159000,0.448973452,0.296793236,S1-1
11t,85,-1,159000,0.577375386,0.390993624,S1-1
11t,85,-1,159000,0.555298666,0.431987218,S1-1
11t,85,-1,159000,0.633480597,0.475584402,S1-1
11t,85,-1,159000,0.589802773,0.409893662,S1-1
11t,85,-1,159000,0.607998821,0.422225075,S1-1
11t,85,-1,159000,0.636067222,0.485710255,S1-1
11t,85,-1,159000,0.500980941,0.330786753,S1-1
11t,85,-1,159000,0.585121468,0.414122768,S1-1
11t,85,-1,159000,0.594247013,0.424913137,S1-1
11t,85,-1,159000,0.579241847,0.441125905,S1-1
11t,85,-1,159000,0.597397906,0.405935711,S1-1
11t,85,-1,159000,0.575564307,0.436074395,S1-1
11t,85,-1,159000,0.53685133,0.398009525,S1-1
11t,85,-1,159000,0.487235287,0.332799041,S1-1
11t,85,-1,159000,0.577230386,0.399182891,S1-1
11t,85,-1,159000,0.597518233,0.452712556,S1-1
11t,85,-1,159000,0.566644089,0.407344621,S1-1
11t,85,-1,159000,0.587247813,0.40780828,S1-1
11t,85,-1,159000,0.577008585,0.442247365,S1-1
11t,85,-1,159000,0.533877889,0.405476604,S1-1
11t,85,-1,159000,0.600412709,0.377899312,S1-1
11t,85,-1,159000,0.610494743,0.483051429,S1-1
11t,85,-1,159000,0.643389166,0.486628208,S1-1
11t,85,-1,159000,0.57601772,0.39901647,S1-1
11t,85,-1,159000,0.597013409,0.428974731,S1-1
11t,85,-1,159000,0.631206463,0.439278172,S1-1
11t,85,-1,159000,0.62533792,0.482927669,S1-1
11t,85,-1,159000,0.582831394,0.48750971,S1-1
11t,85,-1,159000,0.571138606,0.419998558,S1-1
11t,85,-1,159000,0.598466191,0.427186031,S1-1
11t,85,-1,159000,0.621131907,0.446767291,S1-1
11t,85,-1,159000,0.471802733,0.358764382,S1-1
11t,85,-1,220900,0.616151573,0.471312899,S1-1
11t,85,-1,220900,0.620028607,0.429732062,S1-1
11t,85,-1,220900,0.223286315,0.136773607,S1-1
11t,85,-1,220900,0.5927195,0.441087215,S1-1
11t,85,-1,220900,0.587339718,0.423458191,S1-1
11t,85,-1,220900,0.176458615,0.109419499,S1-1
11t,85,-1,220900,0.572640675,0.428905593,S1-1
11t,85,-1,220900,0.56624229,0.415156711,S1-1
11t,85,-1,220900,0.254525882,0.170591578,S1-1
11t,85,-1,220900,0.61979053,0.476188391,S1-1
11t,85,-1,220900,0.592128155,0.420880713,S1-1
11t,85,-1,220900,0.255023003,0.150945142,S1-1
11t,85,-1,220900,0.628811619,0.471458958,S1-1
11t,85,-1,220900,0.606097683,0.421316419,S1-1
11t,85,-1,220900,0.367119356,0.267420532,S1-1
11t,85,-1,220900,0.371967546,0.247098386,S1-1
11t,85,-1,220900,0.575471246,0.425699833,S1-1
11t,85,-1,220900,0.579672152,0.415372134,S1-1
11t,85,-1,220900,0.468548838,0.334124973,S1-1
11t,85,-1,220900,0.61404906,0.458524384,S1-1
11t,85,-1,220900,0.578805233,0.388644053,S1-1
11t,85,-1,220900,0.60315306,0.429663834,S1-1
11t,85,-1,220900,0.580958484,0.415522671,S1-1
11t,85,-1,220900,0.18029176,0.119670701,S1-1
11t,85,-1,220900,0.607885978,0.458150182,S1-1
11t,85,-1,220900,0.573912198,0.413494087,S1-1
11t,85,-1,220900,0.270315473,0.184938383,S1-1
11t,85,-1,220900,0.581929007,0.421317258,S1-1
11t,85,-1,220900,0.554931131,0.388977169,S1-1
11t,85,-1,220900,0.330240823,0.221571259,S1-1
11t,85,-1,220900,0.595516995,0.444257053,S1-1
11t,85,-1,220900,0.593379381,0.419913136,S1-1
11t,85,-1,220900,0.247911241,0.162367619,S1-1
11t,85,-1,220900,0.602443454,0.438427094,S1-1
11t,85,-1,220900,0.673865426,0.4784232,S1-1
11t,85,-1,220900,0.119438506,0.076830425,S1-1
11t,85,-1,220900,0.582055489,0.436827333,S1-1
11t,85,-1,220900,0.566014312,0.396133252,S1-1
11t,85,-1,220900,0.491331183,0.349924002,S1-1
11t,85,-1,220900,0.605121577,0.450768741,S1-1
11t,85,-1,220900,0.630432896,0.442803687,S1-1
11t,85,-1,220900,0.272012665,0.176136177,S1-1
11t,85,-1,220900,0.619355602,0.460951741,S1-1
11t,85,-1,220900,0.634095173,0.438105772,S1-1
11t,85,-1,220900,0.284688715,0.188210008,S1-1
11t,85,-1,220900,0.583469907,0.430376856,S1-1
11t,85,-1,220900,0.581202405,0.417997859,S1-1
11t,85,-1,220900,0.230478238,0.156988264,S1-1
11t,85,-1,220900,0.606387464,0.439391252,S1-1
11t,85,-1,220900,0.588341164,0.428364274,S1-1
11t,85,-1,220900,0.560617319,0.386367621,S1-1
11t,85,-1,220900,0.298639573,0.205016766,S1-1
11t,85,-1,220900,0.582601617,0.408387359,S1-1
11t,85,-1,220900,0.58917112,0.435123473,S1-1
11t,85,-1,220900,0.59449155,0.427257158,S1-1
11t,85,-1,220900,0.577979425,0.431301923,S1-1
11t,85,-1,220900,0.589209717,0.412632598,S1-1
11t,85,-1,220900,0.592056249,0.419763491,S1-1
11t,85,-1,220900,0.583940399,0.390125958,S1-1
11t,85,-1,220900,0.484094815,0.353142504,S1-1
11t,85,-1,220900,0.588926707,0.420346702,S1-1
11t,85,-1,220900,0.579414619,0.404136148,S1-1
11t,85,-1,220900,0.190059231,0.121638105,S1-1
11t,85,-1,220900,0.60228534,0.448660977,S1-1
11t,85,-1,220900,0.609870004,0.426085754,S1-1
11t,85,-1,220900,0.182350243,0.128872434,S1-1
11t,85,-1,220900,0.577069011,0.435534242,S1-1
11t,85,-1,220900,0.57101529,0.397659502,S1-1
11t,85,-1,220900,0.266880819,0.171732684,S1-1
11t,85,-1,220900,0.600422588,0.443218005,S1-1
11t,85,-1,220900,0.582342664,0.397490523,S1-1
11t,85,-1,220900,0.632967812,0.459653667,S1-1
11t,85,-1,220900,0.606029658,0.436397201,S1-1
11t,85,-1,220900,0.574636234,0.401873933,S1-1
11t,85,-1,220900,0.588635344,0.409825574,S1-1
11t,85,-1,220900,0.182380562,0.132181367,S1-1
11t,85,-1,220900,0.614436785,0.4398385,S1-1
11t,85,-1,220900,0.565671436,0.430152019,S1-1
11t,85,-1,220900,0.615370951,0.437908629,S1-1
11t,85,-1,220900,0.196730825,0.142152336,S1-1
